[FimsReadDemon             ; 0:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 4:33:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 4:33:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 4:33:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 4:33:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 4:33:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 4:33:02]Program End.
[FimsSendDemon             ; 4:35:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 4:35:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 4:35:02]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 4:35:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 4:35:02]Program End.
[FimsSendDemon             ; 4:38:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 4:38:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 4:38:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 4:38:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 4:38:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 4:38:02]Program End.
[FimsReadDemon             ; 4:43:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 4:43:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 4:43:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 4:43:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 4:43:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 4:43:02]Program End.
[FimsSendDemon             ; 4:48:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 4:48:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 4:48:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 4:48:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 4:48:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 4:48:02]Program End.
[FimsReadDemon             ; 4:53:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 4:53:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 4:53:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 4:53:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 4:53:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 4:53:02]Program End.
[FimsSendDemon             ; 4:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 4:58:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 4:58:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 4:58:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 4:58:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 4:58:01]Program End.
[FimsReadDemon             ; 5:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 5:03:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 5:03:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 5:03:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 5:03:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 5:03:02]Program End.
[FimsSendDemon             ; 5:05:02] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 5:05:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 5:05:03]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 5:05:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 5:05:03]Program End.
[FimsSendDemon             ; 5:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 5:08:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 5:08:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 5:08:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 5:08:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 5:08:01]Program End.
[FimsReadDemon             ; 5:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 5:13:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 5:13:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 5:13:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 5:13:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 5:13:02]Program End.
[FimsSendDemon             ; 5:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 5:18:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 5:18:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 5:18:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 5:18:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 5:18:01]Program End.
[FimsReadDemon             ; 5:23:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 5:23:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 5:23:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 5:23:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 5:23:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 5:23:02]Program End.
[FimsSendDemon             ; 5:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 5:28:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 5:28:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 5:28:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 5:28:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 5:28:01]Program End.
[FimsReadDemon             ; 5:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 5:33:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 5:33:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 5:33:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 5:33:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 5:33:02]Program End.
[FimsSendDemon             ; 5:35:02] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 5:35:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 5:35:03]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 5:35:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 5:35:03]Program End.
[FimsSendDemon             ; 5:38:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 5:38:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 5:38:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 5:38:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 5:38:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 5:38:02]Program End.
[FimsReadDemon             ; 5:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 5:43:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 5:43:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 5:43:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 5:43:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 5:43:01]Program End.
[FimsSendDemon             ; 5:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 5:48:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 5:48:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 5:48:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 5:48:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 5:48:02]Program End.
[FimsReadDemon             ; 5:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 5:53:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 5:53:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 5:53:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 5:53:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 5:53:01]Program End.
[FimsSendDemon             ; 5:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 5:58:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 5:58:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 5:58:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 5:58:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 5:58:02]Program End.
[FimsReadDemon             ; 6:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 6:03:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 6:03:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 6:03:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 6:03:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 6:03:02]Program End.
[FimsSendDemon             ; 6:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 6:05:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 6:05:02]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 6:05:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 6:05:02]Program End.
[FimsSendDemon             ; 6:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 6:08:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 6:08:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 6:08:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 6:08:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 6:08:02]Program End.
[FimsReadDemon             ; 6:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 6:13:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 6:13:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 6:13:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 6:13:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 6:13:02]Program End.
[FimsSendDemon             ; 6:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 6:18:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 6:18:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 6:18:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 6:18:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 6:18:03]Program End.
[FimsReadDemon             ; 6:23:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 6:23:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 6:23:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 6:23:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 6:23:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 6:23:02]Program End.
[FimsSendDemon             ; 6:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 6:28:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 6:28:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 6:28:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 6:28:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 6:28:01]Program End.
[FimsReadDemon             ; 6:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 6:33:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 6:33:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 6:33:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 6:33:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 6:33:02]Program End.
[FimsSendDemon             ; 6:35:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 6:35:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 6:35:01]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 6:35:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 6:35:01]Program End.
[FimsSendDemon             ; 6:38:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 6:38:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 6:38:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 6:38:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 6:38:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 6:38:02]Program End.
[FimsReadDemon             ; 6:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 6:43:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 6:43:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 6:43:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 6:43:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 6:43:02]Program End.
[FimsSendDemon             ; 6:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 6:48:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 6:48:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 6:48:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 6:48:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 6:48:02]Program End.
[FimsReadDemon             ; 6:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 6:53:03]METS Db CONNECTION !! 
[FimsReadDemon             ; 6:53:03]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 6:53:03]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 6:53:03]METS Db Dis_Conn !! 
[FimsReadDemon             ; 6:53:03]Program End.
[FimsSendDemon             ; 6:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 6:58:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 6:58:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 6:58:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 6:58:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 6:58:01]Program End.
[FimsReadDemon             ; 7:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 7:03:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 7:03:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 7:03:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 7:03:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 7:03:02]Program End.
[FimsSendDemon             ; 7:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 7:05:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 7:05:03]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 7:05:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 7:05:03]Program End.
[FimsSendDemon             ; 7:08:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 7:08:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 7:08:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 7:08:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 7:08:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 7:08:02]Program End.
[FimsReadDemon             ; 7:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 7:13:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 7:13:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 7:13:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 7:13:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 7:13:02]Program End.
[FimsSendDemon             ; 7:18:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 7:18:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 7:18:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 7:18:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 7:18:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 7:18:02]Program End.
[FimsReadDemon             ; 7:23:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 7:23:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 7:23:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 7:23:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 7:23:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 7:23:02]Program End.
[FimsSendDemon             ; 7:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 7:28:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 7:28:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 7:28:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 7:28:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 7:28:01]Program End.
[FimsReadDemon             ; 7:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 7:33:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 7:33:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 7:33:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 7:33:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 7:33:02]Program End.
[FimsSendDemon             ; 7:35:02] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 7:35:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 7:35:02]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 7:35:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 7:35:02]Program End.
[FimsSendDemon             ; 7:38:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 7:38:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 7:38:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 7:38:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 7:38:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 7:38:03]Program End.
[FimsReadDemon             ; 7:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 7:43:04]METS Db CONNECTION !! 
[FimsReadDemon             ; 7:43:04]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 7:43:04]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 7:43:04]METS Db Dis_Conn !! 
[FimsReadDemon             ; 7:43:04]Program End.
[FimsSendDemon             ; 7:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 7:48:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 7:48:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 7:48:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 7:48:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 7:48:02]Program End.
[FimsReadDemon             ; 7:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 7:53:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 7:53:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 7:53:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 7:53:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 7:53:02]Program End.
[FimsSendDemon             ; 7:58:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 7:58:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 7:58:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 7:58:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 7:58:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 7:58:04]Program End.
[FimsReadDemon             ; 8:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 8:03:04]METS Db CONNECTION !! 
[FimsReadDemon             ; 8:03:04]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 8:03:04]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 8:03:04]METS Db Dis_Conn !! 
[FimsReadDemon             ; 8:03:04]Program End.
[FimsSendDemon             ; 8:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 8:05:25]METS Db CONNECTION !! 
[FimsSendDemon             ; 8:05:26]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 8:05:27]METS Db Dis_Conn !! 
[FimsSendDemon             ; 8:05:27]Program End.
[FimsSendDemon             ; 8:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 8:08:06]METS Db CONNECTION !! 
[FimsSendDemon             ; 8:08:06]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 8:08:06]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 8:08:06]METS Db Dis_Conn !! 
[FimsSendDemon             ; 8:08:06]Program End.
[FimsReadDemon             ; 8:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 8:13:16]METS Db CONNECTION !! 
[FimsReadDemon             ; 8:13:16]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 8:13:16]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 8:13:16]METS Db Dis_Conn !! 
[FimsReadDemon             ; 8:13:16]Program End.
[FimsSendDemon             ; 8:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 8:20:04]METS Db CONNECTION !! 
[FimsSendDemon             ; 8:20:07]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 8:20:07]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 8:20:07]METS Db Dis_Conn !! 
[FimsSendDemon             ; 8:20:07]Program End.
[FimsReadDemon             ; 8:23:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon             ; 8:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsReadDemon             ; 8:31:39]METS Db CONNECTION !! 
[FimsReadDemon             ; 8:31:39]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 8:31:39]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 8:31:39]METS Db Dis_Conn !! 
[FimsReadDemon             ; 8:31:39]Program End.
[FimsReadDemon             ; 8:33:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon             ; 8:35:02] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 8:38:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsReadDemon             ; 8:43:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon             ; 8:48:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 8:48:45]METS Db CONNECTION !! 
[FimsSendDemon             ; 8:51:23]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 8:51:23]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 8:51:23]METS Db Dis_Conn !! 
[FimsSendDemon             ; 8:51:23]Program End.
[FimsReadDemon             ; 8:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 8:53:05]METS Db CONNECTION !! 
[FimsReadDemon             ; 8:53:05]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 8:53:05]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 8:53:05]METS Db Dis_Conn !! 
[FimsReadDemon             ; 8:53:05]Program End.
[FimsSendDemon             ; 8:55:27]METS Db CONNECTION !! 
[FimsSendDemon             ; 8:55:32]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 8:55:32]METS Db Dis_Conn !! 
[FimsSendDemon             ; 8:55:32]Program End.
[FimsSendDemon - 10min     ; 8:57:12]METS Db CONNECTION !! 
[FimsSendDemon             ; 8:57:13]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 8:57:13]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 8:57:13]METS Db Dis_Conn !! 
[FimsSendDemon             ; 8:57:13]Program End.
[FimsSendDemon             ; 8:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsReadDemon             ; 9:00:04]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:00:04]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 9:00:04]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 9:00:04]METS Db Dis_Conn !! 
[FimsReadDemon             ; 9:00:04]Program End.
[FimsReadDemon             ; 9:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon - 10min     ; 9:03:25]METS Db CONNECTION !! 
[FimsSendDemon             ; 9:03:25]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 9:03:25]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 9:03:25]METS Db Dis_Conn !! 
[FimsSendDemon             ; 9:03:25]Program End.
[FimsSendDemon             ; 9:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsReadDemon             ; 9:07:13]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:07:13]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 9:07:13]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 9:07:13]METS Db Dis_Conn !! 
[FimsReadDemon             ; 9:07:13]Program End.
[FimsSendDemon - 10min     ; 9:07:45]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:07:47]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:07:47]2번>>>> 자재 수량 분배 신규 데이터 없음.
